Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
qiang,1,qiang1,Yes,枪,"gun  / firearm  / rifle  / spear  / thing with shape or function similar to a gun  / CL: 支, 把, 桿｜杆, 條｜条, 枝 / to substitute for another person in a test  / to knock  / classifier for rifle shots; variant of 槍｜枪  / rifle  / spear; (bound form) cavity  / (bound form) speech; talk  / tune  / accent (in one&#039;s speech)  / (old) classifier for carcasses of slaughtered livestock"
qiang,2,qiang2,Yes,墙,"wall (CL:面,堵)  / (slang) to block (a website) (usu. in the passive: 被牆｜被墙); variant of 牆｜墙; strong  / powerful  / better  / slightly more than  / vigorous  / violent  / best in their category, e.g. see 百強｜百强"
qiang,3,qiang3,Yes,抢,to fight over  / to rush  / to scramble  / to grab  / to rob  / to snatch; cloth for carrying baby on back; to force  / to compel  / to strive  / to make an effort
qiang,4,qiang4,Yes,呛,"to irritate the nose  / to choke (of smoke, smell etc)  / pungent  / (coll.) (Tw) to shout at sb  / to scold  / to speak out against sb; stagger  / sway from side to side; to briefly boil (a vegetable etc), then dress with soy sauce, oil, vinegar etc  / to briefly stir-fry (meat, chopped spring onions etc), then add to other ingredients and cook further"
qiao,1,qiao1,Yes,敲,to hit  / to strike  / to tap  / to rap  / to knock  / to rip sb off  / to overcharge; a freckle  / lentigo; used in 悄悄
qiao,2,qiao2,Yes,桥,bridge  / CL: 座; to look at  / to see  / to see (a doctor)  / to visit; surname Qiao
qiao,3,qiao3,Yes,巧,opportunely  / coincidentally  / as it happens  / skillful  / timely; quiet  / sad; change countenance  / worry
qiao,4,qiao4,Yes,壳,(bound form) shell  / Taiwan pr. [ke2]; to stick up  / to rise on one end  / to tilt; variant of 殼｜壳
qie,1,qie1,Yes,切,to cut; to slice; to carve  / (math) tangential
qie,2,qie2,Yes,茄,eggplant; used to transliterate Sanskrit &quot;gha&quot;; (used in place names)
qie,3,qie3,Yes,且,and  / moreover  / yet  / for the time being  / to be about to  / both (... and...)
qie,4,qie4,Yes,切,"definitely; absolutely (not)  / (scoffing or dismissive interjection) Yeah, right.; Tut!  / to grind  / (bound form) close to  / (bound form) eager  / to correspond to  / (used to indicate that the fanqie 反切 system should be applied to the previous two characters); used in 砌末; concubine  / I, your servant (deprecatory self-reference for women)"
qin,1,qin1,Yes,亲,parent  / one&#039;s own (flesh and blood)  / relative  / related  / marriage  / bride  / close  / intimate  / in person  / first-hand  / in favor of  / pro-  / to kiss  / (Internet slang) dear; surname Qin; to respect  / to admire  / to venerate  / by the emperor himself
qin,2,qin2,Yes,琴,"guqin 古琴 (a type of zither)  / musical instrument in general; variant of 琴, guqin or zither; surname Qin  / Qin dynasty (221-207 BC) of the first emperor 秦始皇  / short name for 陝西｜陕西"
qin,3,qin3,Yes,寝,(bound form) to lie down to sleep or rest  / (bound form) bedroom  / (bound form) imperial tomb  / (literary) to stop; to cease; smiling countenance  / bamboo rope; old variant of 寢｜寝
qin,4,qin4,Yes,沁,to seep  / to percolate; to press (with one&#039;s hand or finger); to vomit (of dogs and cats)  / to rail against  / to talk nonsense
qing,1,qing1,Yes,轻,light  / easy  / gentle  / soft  / reckless  / unimportant  / frivolous  / small in number  / unstressed  / neutral  / to disparage; green  / blue  / black  / youth  / young (of people); (of water etc) clear; clean  / quiet; still  / pure; uncorrupted  / clear; distinct  / to clear; to settle (accounts)
qing,2,qing2,Yes,晴,clear  / fine (weather); (bound form) feelings; emotion; sentiment; passion  / (bound form) situation; condition; to raise; to hold up; to lift up
qing,3,qing3,Yes,请,to ask  / to invite  / please (do sth)  / to treat (to a meal etc)  / to request; unit of area equal to 100 畝｜亩 or 6.67 hectares  / a short while  / a little while ago  / circa. (for approximate dates); room  / small hall
qing,4,qing4,Yes,亲,parents-in-law of one&#039;s offspring; to celebrate; to draw a bamboo bow or crossbow
qiong,1,qiong1,Yes,銎,eye of an axe
qiong,2,qiong2,Yes,穷,"poor  / destitute  / to use up  / to exhaust  / thoroughly  / extremely  / (coll.) persistently and pointlessly; abbr. for Hainan Province 海南; jasper  / fine jade  / beautiful  / exquisite (e.g. wine, food)  / abbr. for Hainan province"
qiong,3,qiong3,No,,
qiong,4,qiong4,No,,
qiu,1,qiu1,Yes,邱,surname Qiu; surname Qiu; autumn  / fall  / harvest time
qiu,2,qiu2,Yes,球,ball  / sphere  / globe  / CL: 個｜个 / ball game  / match  / CL: 場｜场; ball used for playing games (variant of 球); to seek  / to look for  / to request  / to demand  / to beseech
qiu,3,qiu3,Yes,糗,surname Qiu; dry rations (for a journey)  / (dialect) (of noodles etc) to become mush (from overcooking)  / (coll.) embarrassing  / embarrassment
qiu,4,qiu4,No,,
qu,1,qu1,Yes,区,area  / region  / district  / small  / distinguish  / CL: 個｜个; surname Qu; bent  / crooked  / wrong
qu,2,qu2,Yes,瞿,surname Qu; startled  / Taiwan pr. [ju4]; thoroughfare
qu,3,qu3,Yes,取,to take  / to get  / to choose  / to fetch; tune  / song  / CL: 支; to take a wife  / to marry (a woman)
qu,4,qu4,Yes,去,to go  / to go to (a place)  / (of a time etc) last  / just passed  / to send  / to remove  / to get rid of  / to reduce  / to be apart from in space or time  / to die (euphemism)  / to play (a part)  / (when used either before or after a verb) to go in order to do sth  / (after a verb of motion indicates movement away from the speaker)  / (used after certain verbs to indicate detachment or separation); interesting  / to interest; to spy  / watch for
quan,1,quan1,Yes,圈,"circle; ring; loop (CL:個｜个)  / classifier for loops, orbits, laps of race etc  / to surround; to circle; crossbow (arch.); bowl"
quan,2,quan2,Yes,全,all  / whole  / entire  / every  / complete; spring (small stream)  / mouth of a spring  / coin (archaic); authority  / power  / right  / (literary) to weigh  / expedient  / temporary
quan,3,quan3,Yes,绻,used in 繾綣｜缱绻; dog  / Kangxi radical 94; three-stroke form of Kangxi radical 94 犬
quan,4,quan4,Yes,劝,"to advise  / to urge  / to try to persuade  / to exhort  / to console  / to soothe; bond (esp. document split in two, with each party holding one half)  / contract  / deed (i.e. title deeds)  / ticket  / voucher  / certificate; variant of 券"
que,1,que1,Yes,缺,deficiency  / lack  / scarce  / vacant post  / to run short of; alkyne  / also pr. [jue2]; used in place of 缺 (old)  / mistake
que,2,que2,Yes,瘸,lame
que,3,que3,No,,
que,4,que4,Yes,却,but  / yet  / however  / while  / to go back  / to decline  / to retreat  / nevertheless  / even though; old variant of 卻｜却; used in 芍陂
qun,1,qun1,Yes,囷,granary  / Taiwan pr. [jun1]; to shrink back (from sth); squat
qun,2,qun2,Yes,群,"group  / crowd  / flock, herd, pack etc; variant of 群; (bound form) skirt"
qun,3,qun3,No,,
qun,4,qun4,No,,
ran,1,ran1,No,,
ran,2,ran2,Yes,燃,to burn  / to ignite  / to light  / fig. to spark off (hopes)  / to start (debate)  / to raise (hopes); beard  / whiskers; boa
ran,3,ran3,Yes,染,to dye  / to catch (a disease)  / to acquire (bad habits etc)  / to contaminate  / to add color washes to a painting; surname Ran; edge of a tortoiseshell  / used in 冉冉
ran,4,ran4,No,,
rang,1,rang1,No,,
rang,2,rang2,Yes,穰,surname Rang; abundant  / stalk of grain; sacrifice for avoiding calamity
rang,3,rang3,Yes,嚷,to shout  / to bellow  / to make a big deal of sth  / to make a fuss about sth; Japanese variant of 壤; (bound form) soil; earth  / (literary) the earth (contrasted with heaven 天)
rang,4,rang4,Yes,让,"to yield  / to permit  / to let sb do sth  / to have sb do sth  / to make sb (feel sad etc)  / by (indicates the agent in a passive clause, like 被); Japanese variant of 讓｜让"
rao,1,rao1,No,,
rao,2,rao2,Yes,饶,rich  / abundant  / exuberant  / to add for free  / to throw in as bonus  / to spare  / to forgive  / despite  / although; surname Rao; radius (anatomy)  / bone of the forearm
rao,3,rao3,Yes,扰,to disturb
rao,4,rao4,Yes,绕,"to wind  / to coil (thread)  / to rotate around  / to spiral  / to move around  / to go round (an obstacle)  / to by-pass  / to make a detour  / to confuse  / to perplex; variant of 繞｜绕, to rotate around  / to spiral  / to move around  / to go round (an obstacle)  / to by-pass  / to make a detour"
re,1,re1,No,,
re,2,re2,No,,
re,3,re3,Yes,惹,to provoke  / to irritate  / to vex  / to stir up  / to anger  / to attract (troubles)  / to cause (problems); used in 般若  / used in 蘭若｜兰若; to salute  / make one&#039;s curtsy
re,4,re4,Yes,热,to warm up  / to heat up  / hot (of weather)  / heat  / fervent; heat  / to burn
ren,1,ren1,No,,
ren,2,ren2,Yes,人,"person; people  / CL: 個｜个, 位; humane  / kernel; ninth of the ten Heavenly Stems 十天干  / ninth in order  / letter &quot;I&quot; or Roman &quot;IX&quot; in list &quot;A, B, C&quot;, or &quot;I, II, III&quot; etc  / ancient Chinese compass point: 345°  / nona"
ren,3,ren3,Yes,忍,to bear  / to endure  / to tolerate  / to restrain oneself; (literary) ripe grain; ripe; harvest; year  / (literary) very familiar with; well acquainted with; beefsteak plant (Perilla frutescens)  / soft  / weak
ren,4,ren4,Yes,任,"to assign  / to appoint  / to take up a post  / office  / responsibility  / to let  / to allow  / to give free rein to  / no matter (how, what etc)  / classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友); to recognize  / to know  / to admit; edge of blade"
reng,1,reng1,Yes,扔,to throw  / to throw away
reng,2,reng2,Yes,仍,still; yet  / to remain  / (literary) frequently; often; sound of stonemason&#039;s shovel; blessings
reng,3,reng3,No,,
reng,4,reng4,Yes,芿,weeds that regrow from cut-down roots
rong,1,rong1,No,,
rong,2,rong2,Yes,融,to melt  / to thaw  / to blend  / to merge  / to be in harmony; old variant of 融; velvet  / woolen
rong,3,rong3,Yes,冗,extraneous  / redundant  / superfluous  / busy schedule; variant of 冗; down or fine hair
rong,4,rong4,No,,
rou,1,rou1,No,,
rou,2,rou2,Yes,揉,to knead  / to massage  / to rub; soft  / flexible  / supple  / yielding  / rho (Greek letter Ρρ); suede  / chamois  / tannin  / to tan
rou,3,rou3,No,,
rou,4,rou4,Yes,肉,meat  / flesh  / pulp (of a fruit)  / (coll.) (of a fruit) squashy  / (of a person) flabby  / irresolute  / Kangxi radical 130; old variant of 肉
ru,1,ru1,No,,
ru,2,ru2,Yes,如,as  / as if  / such as; rubidium (chemistry); chattering
ru,3,ru3,Yes,乳,(bound form) breast  / (bound form) milk  / (bound form) newborn; suckling; disgrace  / dishonor  / to insult  / to bring disgrace or humiliation to  / to be indebted to  / self-deprecating  / Taiwan pr. [ru4]; old variant of 汝
ru,4,ru4,Yes,入,"to enter; to go into  / to join; to become a member of  / (bound form) to conform to (as in 入時｜入时)  / abbr. for 入聲｜入声  / (on product packaging, after {number n} + {classifier}) containing (n pieces) (from Japanese 入 &quot;iri&quot;); damp  / muggy; damp  / boggy  / marshy"
ruan,1,ruan1,No,,
ruan,2,ruan2,Yes,撋,to rub between the hands; adjoin; land on water edge or under wall
ruan,3,ruan3,Yes,软,soft  / flexible; variant of 軟｜软; surname Ruan  / small state during the Shang Dynasty (1600-1046 BC) located in the southeast of present-day Gansu Province
ruan,4,ruan4,No,,
rui,1,rui1,No,,
rui,2,rui2,Yes,蕤,fringe  / overladen with flowers; strings of cap
rui,3,rui3,Yes,蕊,stamen  / pistil; variant of 蕊; variant of 蕊
rui,4,rui4,Yes,瑞,lucky  / auspicious  / propitious  / rayl (acoustical unit); acute; astute  / perspicacious  / farsighted
run,1,run1,No,,
run,2,run2,Yes,犉,ox; twitch (muscle or eyelid)
run,3,run3,No,,
run,4,run4,Yes,润,moist; glossy; sleek  / to moisten; to lubricate  / to embellish; to enhance  / profit; remuneration  / (neologism c. 2021) (slang) (loanword from &quot;run&quot;) to emigrate (in order to flee adverse conditions); intercalary  / an extra day or month inserted into the lunar or solar calendar (such as February 29)
ruo,1,ruo1,No,,
ruo,2,ruo2,Yes,捼,to rub  / to crumple; to rub  / to crumple  / Taiwan pr. [nuo2]
ruo,3,ruo3,No,,
ruo,4,ruo4,Yes,弱,weak; feeble  / young  / inferior; not as good as  / (following a decimal or fraction) slightly less than; to seem  / like  / as  / if; place name
sa,1,sa1,Yes,撒,to let go  / to cast  / to let loose  / to discharge  / to give expression to  / (coll.) to pee; three (colloquial equivalent of 三個｜三个); used in 摩挲
sa,2,sa2,No,,
sa,3,sa3,Yes,洒,to sprinkle  / to spray  / to spill  / to shed; to scatter  / to sprinkle  / to spill; name of a river in Hebei Province
sa,4,sa4,Yes,萨,surname Sa; used in 菩薩｜菩萨  / used in transliteration; thirty
sai,1,sai1,Yes,塞,to plug; to stop up; to stuff in  / (bound form) a stopper; a cork; used in transliteration; cheek
sai,2,sai2,No,,
sai,3,sai3,No,,
sai,4,sai4,Yes,赛,"to compete  / competition  / match  / to surpass  / better than  / superior to  / to excel; small, minute  / lacking sincerity; (bound form) strategic stronghold"
san,1,san1,Yes,三,three  / 3; surname San; three (banker&#039;s anti-fraud numeral)
san,2,san2,No,,
san,3,san3,Yes,伞,umbrella  / parasol  / CL: 把; damask silk  / variant of 傘｜伞; scattered  / loose  / to come loose  / to fall apart  / leisurely  / powdered medicine
san,4,san4,Yes,散,to scatter  / to break up (a meeting etc)  / to disperse  / to disseminate  / to dispel  / (coll.) to sack; variant of 散; to disperse water
sang,1,sang1,Yes,桑,surname Sang; (bound form) mulberry tree; mourning  / funeral  / (old) corpse
sang,2,sang2,No,,
sang,3,sang3,Yes,嗓,throat  / voice; (literary) forehead; stone plinth
sang,4,sang4,Yes,丧,"to lose sth abstract but important (courage, authority, one&#039;s life etc)  / to be bereaved of (one&#039;s spouse etc)  / to die  / disappointed  / discouraged"
sao,1,sao1,Yes,骚,(bound form) to disturb; to disrupt  / flirty; coquettish  / abbr. for 離騷｜离骚  / (literary) literary writings; poetry  / foul-smelling (variant of 臊)  / (dialect) (of certain domestic animals) male; agitated; to scratch  / old variant of 騷｜骚
sao,2,sao2,No,,
sao,3,sao3,Yes,扫,to sweep (with a brush or broom)  / to sweep away; to wipe out; to get rid of  / to sweep (one&#039;s eyes etc) over; to scan; (bound form) older brother&#039;s wife; sister-in-law
sao,4,sao4,Yes,扫,(bound form) a (large) broom; used in 髝髞; dike  / old variant of 掃｜扫
se,1,se1,No,,
se,2,se2,No,,
se,3,se3,No,,
se,4,se4,Yes,色,color  / CL: 種｜种 / look  / appearance  / sex; astringent  / tart  / acerbity  / unsmooth  / rough (surface)  / hard to understand  / obscure; old variant of 澀｜涩
sen,1,sen1,Yes,森,Mori (Japanese surname); (bound form) densely wooded  / (fig.) (bound form) multitudinous; gloomy; forbidding; lush growth (trees)  / fishing using bundled wood (archaic)
sen,2,sen2,No,,
sen,3,sen3,No,,
sen,4,sen4,No,,
seng,1,seng1,Yes,僧,(bound form) Buddhist monk (abbr. for 僧伽); short hair  / unkempt
seng,2,seng2,No,,
seng,3,seng3,No,,
seng,4,seng4,No,,
sha,1,sha1,Yes,杀,to kill; to slay; to murder; to attack  / to weaken; to reduce  / (dialect) to smart  / (used after a verb) extremely; cotton yarn  / muslin; surname Sha
sha,2,sha2,Yes,倽,old variant of 啥; dialectal equivalent of 什麼｜什么  / also pr. [sha4]
sha,3,sha3,Yes,傻,foolish; to speak evil  / gobbling sound made by ducks; variant of 傻
sha,4,sha4,Yes,沙,(dialect) to sift; to sieve; fiend  / demon  / very  / (Tw) SARS (loanword); hoarse
